path,board,spec_code,topic,current_title,proposed_title,title_len,current_description,proposed_description,desc_len,canonical,flags
revision-notes/edexcel-theme-3/3-3-1-revenue.html,Edexcel,3.3.1,Revenue,Revenue | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.3.1 Revenue,39,"Free Edexcel A-Level Economics revision notes on revenue — total revenue, average revenue, marginal revenue, and the relationship between revenue and price elasticity of demand for Theme 3.3.1.","Free Edexcel A-Level Economics revision notes (3.3.1). Covers total, average and marginal revenue and how the total revenue rule links to price elasticity.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-3-1-revenue.html,
revision-notes/edexcel-theme-3/3-3-2-costs.html,Edexcel,3.3.2,Costs,Costs | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.3.2 Costs,37,"Free Edexcel A-Level Economics revision notes on costs — fixed and variable costs, total, average, and marginal costs, short-run and long-run cost curves for Theme 3.3.2.","Free Edexcel A-Level Economics revision notes (3.3.2). Covers the main cost measures, the shape of the curves, and the MC, AVC, AC and LRAC relationships.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-3-2-costs.html,
revision-notes/edexcel-theme-3/3-3-3-economies-diseconomies-of-scale.html,Edexcel,3.3.3,Economies and Diseconomies of Scale,Economies and Diseconomies of Scale | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.3.3 Economies of Scale,50,"Free Edexcel A-Level Economics revision notes on economies and diseconomies of scale — internal and external economies, minimum efficient scale, and the long-run average cost curve for Theme 3.3.3.","Free Edexcel A-Level Economics revision notes for unit 3.3.3. Covers the LRAC curve, internal and external economies, diseconomies and minimum efficient scale.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-3-3-economies-diseconomies-of-scale.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-3/3-3-4-normal-profits-supernormal-profits-losses.html,Edexcel,3.3.4,"Normal Profits, Supernormal Profits and Losses","Normal Profits, Supernormal Profits and Losses | Edexcel A-Level Economics Revision Notes | Economics Academy",Edexcel A-Level Economics 3.3.4 Profits and Losses,50,"Free Edexcel A-Level Economics revision notes on normal profits, supernormal profits, and losses — definitions, the profit-maximising condition (MR=MC), and diagrammatic analysis for Theme 3.3.4.","Edexcel A-Level Economics 3.3.4 revision notes. Covers explicit versus implicit costs, normal and supernormal profit, and the shut-down rules. With diagrams.",157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-3-4-normal-profits-supernormal-profits-losses.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-3/3-4-1-efficiency.html,Edexcel,3.4.1,Efficiency,Efficiency | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.4.1 Efficiency,42,"Free Edexcel A-Level Economics revision notes on efficiency — productive efficiency, allocative efficiency, dynamic efficiency, and X-inefficiency for Theme 3.4.1.","Revision notes for Edexcel A-Level Economics 3.4.1. Covers allocative, productive and dynamic efficiency, X-inefficiency and the static-dynamic trade-off.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,
revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,Edexcel,3.4.2,Perfect Competition,Perfect Competition | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.4.2 Perfect Competition,51,"Free Edexcel A-Level Economics revision notes on perfect competition — assumptions, short-run and long-run equilibrium, efficiency outcomes, and evaluation for Theme 3.4.2.","Free Edexcel A-Level Economics revision notes for unit 3.4.2. Covers the assumptions, why firms are price takers, and the adjustment to long-run equilibrium.",157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,
revision-notes/edexcel-theme-3/3-4-3-monopolistic-competition.html,Edexcel,3.4.3,Monopolistic Competition,Monopolistic Competition | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.4.3 Monopolistic Competition,56,"Free Edexcel A-Level Economics revision notes on monopolistic competition — assumptions, short-run supernormal profits, long-run normal profit equilibrium, and efficiency for Theme 3.4.3.","Edexcel A-Level Economics 3.4.3 revision notes. Covers product differentiation, the move to long-run normal profit, and non-price competition. With diagrams.",157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-4-3-monopolistic-competition.html,
revision-notes/edexcel-theme-3/3-4-4-oligopoly.html,Edexcel,3.4.4,Oligopoly,Oligopoly | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.4.4 Oligopoly,41,"Free Edexcel A-Level Economics revision notes on oligopoly — the kinked demand curve, game theory, collusion, price wars, and non-price competition for Theme 3.4.4.","Free Edexcel A-Level Economics revision notes for unit 3.4.4. Covers concentration ratios, interdependence, the kinked demand curve, collusion and game theory.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-4-4-oligopoly.html,
revision-notes/edexcel-theme-3/3-4-5-monopoly.html,Edexcel,3.4.5,Monopoly,Monopoly | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.4.5 Monopoly,40,"Free Edexcel A-Level Economics revision notes on monopoly — profit maximisation, supernormal profit, welfare loss, price discrimination, and the case for and against monopoly for Theme 3.4.5.","Free Edexcel A-Level Economics revision notes for unit 3.4.5. Covers profit maximisation, third-degree price discrimination, welfare loss and natural monopoly.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-4-5-monopoly.html,
revision-notes/edexcel-theme-3/3-4-6-monopsony.html,Edexcel,3.4.6,Monopsony,Monopsony | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.4.6 Monopsony,41,"Free Edexcel A-Level Economics revision notes on monopsony — monopsony power in labour markets, wage and employment effects, welfare analysis, and real-world examples for Theme 3.4.6.","Free Edexcel A-Level Economics revision notes (3.4.6). Covers the monopsony labour market diagram, monopsonistic exploitation and possible policy responses.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-4-6-monopsony.html,
revision-notes/edexcel-theme-3/3-4-7-contestability.html,Edexcel,3.4.7,Contestability,Contestability | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.4.7 Contestability,46,"Free Edexcel A-Level Economics revision notes on contestability — contestable markets, barriers to entry and exit, sunk costs, hit-and-run competition, and policy implications for Theme 3.4.7.","Revision notes for Edexcel A-Level Economics 3.4.7. Covers contestability versus competition, hit-and-run entry, and the role of sunk costs. With diagrams.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-4-7-contestability.html,
revision-notes/edexcel-theme-3/3-5-1-demand-for-labour.html,Edexcel,3.5.1,Demand for Labour,Demand for Labour | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.5.1 Demand for Labour,49,"Free Edexcel A-Level Economics revision notes on the demand for labour — marginal revenue product theory, derived demand, shifts in labour demand, and wage elasticity for Theme 3.5.1.","Free Edexcel A-Level Economics revision notes (3.5.1). Covers derived demand, marginal revenue product theory, shifts in labour demand and wage elasticity.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-5-1-demand-for-labour.html,
revision-notes/edexcel-theme-3/3-5-2-supply-of-labour.html,Edexcel,3.5.2,Supply of Labour,Supply of Labour | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.5.2 Supply of Labour,48,"Free Edexcel A-Level Economics revision notes on the supply of labour — individual and market supply, the backward-bending supply curve, factors affecting labour supply, and wage elasticity for Theme 3.5.2.","Free Edexcel A-Level Economics revision notes (3.5.2). Covers the shape of the supply curve, geographical and occupational immobility, and mobility policy.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-5-2-supply-of-labour.html,
revision-notes/edexcel-theme-3/3-5-3-wage-determination.html,Edexcel,3.5.3,Wage Determination,Wage Determination | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.5.3 Wage Determination,50,"Free Edexcel A-Level Economics revision notes on wage determination — competitive labour markets, monopsony, trade unions, minimum wages, and wage differentials for Theme 3.5.3.",Free Edexcel A-Level Economics revision notes (3.5.3). Covers wage setting in competitive and monopsony markets and the impact of a national minimum wage.,154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-5-3-wage-determination.html,
revision-notes/edexcel-theme-3/3-6-1-government-intervention.html,Edexcel,3.6.1,Government Intervention,Government Intervention | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.6.1 Government Intervention,55,"Free Edexcel A-Level Economics revision notes on government intervention in markets — competition policy, regulation, nationalisation, and labour market intervention for Theme 3.6.1.","Edexcel A-Level Economics 3.6.1 revision notes. Covers how the CMA controls monopoly power, promotes contestability and protects suppliers. With diagrams.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-6-1-government-intervention.html,
revision-notes/edexcel-theme-3/3-6-2-the-impact-of-government-intervention.html,Edexcel,3.6.2,The Impact of Government Intervention,The Impact of Government Intervention | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.6.2 Impact of Intervention,54,"Free Edexcel A-Level Economics revision notes on the impact of government intervention — evaluating regulation, competition policy, deregulation, and government failure in markets for Theme 3.6.2.","Free Edexcel A-Level Economics revision notes for unit 3.6.2. Covers the intended outcomes of intervention, why it fails, and risks such as regulatory capture.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-6-2-the-impact-of-government-intervention.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-4/4-1-1-globalisation.html,Edexcel,4.1.1,Globalisation,Globalisation | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.1.1 Globalisation,45,"Free Edexcel A-Level Economics revision notes on globalisation — causes and consequences of globalisation, trade, FDI, MNCs, and evaluating the impact on developed and developing economies for Theme 4.1.1.","Free Edexcel A-Level Economics revision notes (4.1.1). Covers the drivers of globalisation and its effects on consumers, workers, firms and the environment.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-1-1-globalisation.html,
revision-notes/edexcel-theme-4/4-1-2-specialisation-trade.html,Edexcel,4.1.2,Specialisation and Trade,Specialisation and Trade | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.1.2 Specialisation and Trade,56,"Free Edexcel A-Level Economics revision notes on specialisation and trade — absolute advantage, comparative advantage, the gains from trade, and free trade vs protectionism for Theme 4.1.2.","Free Edexcel A-Level Economics revision notes for unit 4.1.2. Covers absolute versus comparative advantage, opportunity cost, and the gains from trade on PPFs.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-1-2-specialisation-trade.html,
revision-notes/edexcel-theme-4/4-1-3-pattern-of-trade.html,Edexcel,4.1.3,Pattern of Trade,Pattern of Trade | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.1.3 Pattern of Trade,48,"Free Edexcel A-Level Economics revision notes on the pattern of trade — changing trade patterns, emerging economies, deindustrialisation, and factors determining comparative advantage for Theme 4.1.3.","Revision notes for Edexcel A-Level Economics 4.1.3. Covers what shapes the pattern of trade, emerging economies, and the effects on industries and workers.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-1-3-pattern-of-trade.html,
revision-notes/edexcel-theme-4/4-1-4-terms-of-trade.html,Edexcel,4.1.4,Terms of Trade,Terms of Trade | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.1.4 Terms of Trade,46,"Free Edexcel A-Level Economics revision notes on the terms of trade — the terms of trade index, causes of changes, and effects on export revenues and living standards for Theme 4.1.4.",Free Edexcel A-Level Economics revision notes (4.1.4). Covers how the terms of trade are calculated and their effect on export revenue and living standards.,156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-1-4-terms-of-trade.html,
revision-notes/edexcel-theme-4/4-1-5-trading-blocs-and-the-world-trade-organisation.html,Edexcel,4.1.5,Trading Blocs and the World Trade Organisation,Trading Blocs and the WTO | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.1.5 Trading Blocs and the WTO,57,"Free Edexcel A-Level Economics revision notes on trading blocs and the WTO — free trade areas, customs unions, trade creation, trade diversion, and the role of the World Trade Organisation for Theme 4.1.5.","Free Edexcel A-Level Economics revision notes for unit 4.1.5. Covers free trade areas, customs and monetary unions, trade creation and diversion, and the WTO.",158,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-1-5-trading-blocs-and-the-world-trade-organisation.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,Edexcel,4.1.6,Restrictions on Free Trade,Restrictions on Free Trade | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.1.6 Restrictions on Free Trade,58,"Free Edexcel A-Level Economics revision notes on restrictions on free trade — tariffs, quotas, subsidies, voluntary export restraints, and the economic case for and against protectionism for Theme 4.1.6.","Free Edexcel A-Level Economics revision notes (4.1.6). Covers tariffs, quotas, subsidies and non-tariff barriers, and the case for and against protection.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,
revision-notes/edexcel-theme-4/4-1-7-balance-of-payments.html,Edexcel,4.1.7,Balance of Payments,Balance of Payments | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.1.7 Balance of Payments,51,"Free Edexcel A-Level Economics revision notes on the balance of payments — current account, capital account, financial account, deficits, surpluses, and policies to correct imbalances for Theme 4.1.7.","Free Edexcel A-Level Economics revision notes for unit 4.1.7. Covers the three accounts, current account deficits and surpluses, and policies to correct them.",158,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-1-7-balance-of-payments.html,
revision-notes/edexcel-theme-4/4-1-8-exchange-rates.html,Edexcel,4.1.8,Exchange Rates,Exchange Rates | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.1.8 Exchange Rates,46,"Free Edexcel A-Level Economics revision notes on exchange rates — fixed and floating exchange rate systems, determination of exchange rates, and the effects of appreciation and depreciation for Theme 4.1.8.","Edexcel A-Level Economics 4.1.8 revision notes. Covers floating, fixed and managed systems, appreciation and depreciation, and the J-curve. With diagrams.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-1-8-exchange-rates.html,
revision-notes/edexcel-theme-4/4-1-9-international-competitiveness.html,Edexcel,4.1.9,International Competitiveness,International Competitiveness | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.1.9 International Competitiveness,61,"Free Edexcel A-Level Economics revision notes on international competitiveness — measures of competitiveness, unit labour costs, productivity, and policies to improve a country's competitive position for Theme 4.1.9.","Revision notes for Edexcel A-Level Economics 4.1.9. Covers how competitiveness is measured, unit labour costs, and its significance for exports and growth.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-1-9-international-competitiveness.html,title 61 chars: kept full search term
revision-notes/edexcel-theme-4/4-2-1-absolute-relative-poverty.html,Edexcel,4.2.1,Absolute and Relative Poverty,Absolute and Relative Poverty | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.2.1 Absolute and Relative Poverty,61,"Free Edexcel A-Level Economics revision notes on absolute and relative poverty — definitions, measurement, causes, and policies to reduce poverty in developing and developed economies for Theme 4.2.1.","Free Edexcel A-Level Economics revision notes for unit 4.2.1. Covers the difference between the two measures, what changes poverty, and the link with growth.",157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-2-1-absolute-relative-poverty.html,title 61 chars: kept full search term
revision-notes/edexcel-theme-4/4-2-2-inequality.html,Edexcel,4.2.2,Inequality,Inequality | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.2.2 Inequality,42,"Free Edexcel A-Level Economics revision notes on inequality — the Lorenz curve, Gini coefficient, causes of income and wealth inequality, and policies to reduce it for Theme 4.2.2.","Edexcel A-Level Economics 4.2.2 revision notes. Covers the Lorenz curve and Gini coefficient, the causes of inequality and the Kuznets curve. With diagrams.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-2-2-inequality.html,
revision-notes/edexcel-theme-4/4-3-1-measures-of-development.html,Edexcel,4.3.1,Measures of Development,Measures of Development | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.3.1 Measures of Development,55,"Free Edexcel A-Level Economics revision notes on measures of development — GDP, HDI, and alternative development indicators, their strengths, limitations, and use for Theme 4.3.1.","Free Edexcel A-Level Economics revision notes for unit 4.3.1. Covers growth versus development, single and composite indicators, HDI, and the IHDI and MPI.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-3-1-measures-of-development.html,
revision-notes/edexcel-theme-4/4-3-2-factors-influencing-growth-development.html,Edexcel,4.3.2,Factors Influencing Growth and Development,Factors Influencing Growth and Development | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.3.2 Influences on Development,57,"Free Edexcel A-Level Economics revision notes on factors influencing growth and development — physical geography, institutions, investment, human capital, and trade for Theme 4.3.2.",Edexcel A-Level Economics 4.3.2 revision notes. Covers the economic and non-economic factors behind development. With key definitions and evaluation points.,156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-3-2-factors-influencing-growth-development.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-4/4-3-3-strategies-influencing-growth-development.html,Edexcel,4.3.3,Strategies Influencing Growth and Development,Strategies Influencing Growth and Development | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.3.3 Strategies for Development,58,"Free Edexcel A-Level Economics revision notes on strategies for growth and development — market-led and government-led approaches, aid, debt relief, FDI, and evaluation for Theme 4.3.3.","Edexcel A-Level Economics 4.3.3 revision notes. Covers market-orientated and interventionist strategies, aid, and international institutions. With diagrams.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-3-3-strategies-influencing-growth-development.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-4/4-4-1-role-of-financial-markets.html,Edexcel,4.4.1,Role of Financial Markets,Role of Financial Markets | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.4.1 Role of Financial Markets,57,"Free Edexcel A-Level Economics revision notes on the role of financial markets — the functions of financial markets, financial intermediation, and the link between finance and economic growth for Theme 4.4.1.","Free Edexcel A-Level Economics revision notes for unit 4.4.1. Covers the functions of financial markets, capital allocation and the case for regulation.",152,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-4-1-role-of-financial-markets.html,
revision-notes/edexcel-theme-4/4-4-2-market-failure-in-the-financial-sector.html,Edexcel,4.4.2,Market Failure in the Financial Sector,Market Failure in the Financial Sector | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.4.2 Financial Market Failure,56,"Free Edexcel A-Level Economics revision notes on market failure in the financial sector — systemic risk, moral hazard, asymmetric information, and the case for financial regulation for Theme 4.4.2.","Free Edexcel A-Level Economics revision notes for unit 4.4.2. Covers systemic risk, moral hazard, speculation, and the consequences for the wider economy.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-4-2-market-failure-in-the-financial-sector.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-4/4-4-3-role-of-central-banks.html,Edexcel,4.4.3,Role of Central Banks,Role of Central Banks | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.4.3 Role of Central Banks,53,"Free Edexcel A-Level Economics revision notes on the role of central banks — monetary policy, financial stability, lender of last resort, and macroprudential regulation for Theme 4.4.3.","Free Edexcel A-Level Economics revision notes for unit 4.4.3. Covers the functions of a central bank, financial stability, and the limits of its policy tools.",158,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-4-3-role-of-central-banks.html,
revision-notes/edexcel-theme-4/4-5-1-public-expenditure.html,Edexcel,4.5.1,Public Expenditure,Public Expenditure | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.5.1 Public Expenditure,50,"Free Edexcel A-Level Economics revision notes on public expenditure — types of government spending, determinants of public spending, and the economic effects of changes in expenditure for Theme 4.5.1.","Free Edexcel A-Level Economics revision notes for unit 4.5.1. Covers current, capital and transfer spending and why its size and composition change over time.",158,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-5-1-public-expenditure.html,
revision-notes/edexcel-theme-4/4-5-2-taxation.html,Edexcel,4.5.2,Taxation,Taxation | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.5.2 Taxation,40,"Free Edexcel A-Level Economics revision notes on taxation — direct and indirect taxes, progressive, regressive and proportional taxes, the Laffer curve, and the effects of taxation for Theme 4.5.2.","Revision notes for Edexcel A-Level Economics 4.5.2. Covers progressive, proportional and regressive taxes, the Laffer curve and tax incidence. With diagrams.",157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-5-2-taxation.html,
revision-notes/edexcel-theme-4/4-5-3-public-sector-finances.html,Edexcel,4.5.3,Public Sector Finances,Public Sector Finances | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.5.3 Public Sector Finances,54,"Free Edexcel A-Level Economics revision notes on public sector finances — budget deficits and surpluses, national debt, cyclical and structural deficits, and fiscal sustainability for Theme 4.5.3.","Free Edexcel A-Level Economics revision notes for unit 4.5.3. Covers fiscal deficits versus national debt, automatic stabilisers, and structural deficits.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-5-3-public-sector-finances.html,
revision-notes/edexcel-theme-4/4-5-4-macroeconomic-policies-in-a-global-context.html,Edexcel,4.5.4,Macroeconomic Policies in a Global Context,Macroeconomic Policies in a Global Context | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 4.5.4 Global Macroeconomic Policy,59,"Free Edexcel A-Level Economics revision notes on macroeconomic policies in a global context — policy coordination, supply-side policies, exchange rate policy, and the constraints on national economic policy for Theme 4.5.4.",Free Edexcel A-Level Economics revision notes (4.5.4). Covers how globalisation constrains national policy and the difficulty of controlling global firms.,154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-4/4-5-4-macroeconomic-policies-in-a-global-context.html,topic shortened for title only; h1 unchanged
revision-notes/macroeconomics-diagrams.html,Edexcel,,Macroeconomics Diagrams,Macroeconomics Diagrams | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics Macroeconomics Diagrams,49,"A complete collection of Macroeconomics diagrams from Edexcel Theme 2 and Theme 4 revision notes, with short explanations and exam-use prompts.","Free Edexcel A-Level Economics revision notes: every macroeconomics diagram used across Themes 2 and 4, each with a short explanation and an exam prompt.",153,https://economicsacademy.co.uk/revision-notes/macroeconomics-diagrams.html,diagram collection: no spec code
revision-notes/microeconomics-diagrams.html,Edexcel,,Microeconomics Diagrams,Microeconomics Diagrams | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics Microeconomics Diagrams,49,"A complete collection of Microeconomics diagrams from Edexcel Theme 1 and Theme 3 revision notes, with short explanations and exam-use prompts.","Free Edexcel A-Level Economics revision notes: every microeconomics diagram used across Themes 1 and 3, each with a short explanation and an exam prompt.",153,https://economicsacademy.co.uk/revision-notes/microeconomics-diagrams.html,diagram collection: no spec code
